"","sampleID","BearID","pubname","year.sampled","year.represent","bearyear.sampled","bearyear.represent","sex","birth","age","reprostatus.represent","C13","N15","trophicpos","weight","headcirc","capturedate","Cmonth","cort.kit","cortisol","C13.suess","fYR"
"295","466","W0613","Karlgrav",2006,2005,"W0613_2006","W0613_2005","M","2005","1","WithMother",-22.98,4.97,"2.93","14.5","34",2006-05-01,"5","1","3.14",-23.2,"2005"
"296","535","W0613","Karlgrav",2008,2007,"W0613_2008","W0613_2007","M","2005","3","SolitaryM",-22.59,4.38,"2.76","83","56",2008-04-03,"4","1","4.2699999999999996",-22.766,"2007"
"297","467","W0614","Järva_k9:3",2006,2005,"W0614_2006","W0614_2005","M","2005","1","WithMother",-22.92,4.72,"2.86","19","40",2006-05-01,"5","1","4.68",-23.14,"2005"
"298","468","W0615","Järva_k9:4",2006,2005,"W0615_2006","W0615_2005","M","2005","1","WithMother",-22.95,5.01,"2.94","29","44",2006-05-01,"5","1","5.71",-23.17,"2005"
"299","469","W0616","Hoka",2006,2005,"W0616_2006","W0616_2005","F","2005","1","WithMother",-22.71,5.03,"2.95","25","42",2006-05-01,"5","1","3.64",-22.93,"2005"
"300","748","W0616","Hoka",2009,2008,"W0616_2009","W0616_2008","F","2005","4","SolitaryF",-22.77,4.39,"2.76","77","62",2009-04-15,"4","2","8.81",-22.924,"2008"
"301","802","W0616","Hoka",2010,2009,"W0616_2010","W0616_2009","F","2005","5","SolitaryF",-22.73,4.5,"2.79","81","58",2010-04-21,"4","2","4.83",-22.862,"2009"
"302","470","W0617","Lonahoa_k2:2",2006,2005,"W0617_2006","W0617_2005","M","2005","1","WithMother",-22.67,4.91,"2.91","25","43",2006-05-01,"5","1","4.1399999999999997",-22.89,"2005"
"303","900","W0618","Kampi",2006,2005,"W0618_2006","W0618_2005","M","2005","1","WithMother",-23.52,4.83,"2.89","21","41",2006-05-02,"5","2","9.66",-23.74,"2005"
"304","496","W0618","Kampi",2007,2006,"W0618_2007","W0618_2006","M","2005","2","WithMother",-23.06,4.65,"2.84","50","50",2007-05-04,"5","1","1.73",-23.258,"2006"
"305","901","W0619","Kangas",2006,2005,"W0619_2006","W0619_2005","M","2005","1","WithMother",-23.48,4.93,"2.92","20","43",2006-05-02,"5","2","7.54",-23.7,"2005"
"306","497","W0619","Kangas",2007,2006,"W0619_2007","W0619_2006","M","2005","2","WithMother",-23.18,4.72,"2.86","42","49",2007-05-04,"5","1","2.69",-23.378,"2006"
"307","471","W0620","Tvåska",2006,2005,"W0620_2006","W0620_2005","F","2005","1","WithMother",-22.77,5.36,"3.05","25","40",2006-05-02,"5","1","5.25",-22.99,"2005"
"308","534","W0620","Tvåska",2008,2007,"W0620_2008","W0620_2007","F","2005","3","SolitaryF",-22.7,4.61,"2.83","NA","57",2008-05-08,"5","1","2.6",-22.876,"2007"
"309","749","W0620","Tvåska",2009,2008,"W0620_2009","W0620_2008","F","2005","4","SolitaryF",-22.54,4.69,"2.85","77","58",2009-04-14,"4","2","9.2100000000000009",-22.694,"2008"
"310","638","W0620","Tvåska",2012,2011,"W0620_2012","W0620_2011","F","2005","7","WithCubs",-22.77,4.42,"2.77","79","63",2012-05-03,"5","2","8",-22.858,"2011"
"311","591","W0620","Tvåska",2013,2012,"W0620_2013","W0620_2012","F","2005","8","SolitaryF",-23.13,4.89,"2.91","86","62",2013-05-22,"5","2","31.33",-23.196,"2012"
"312","721","W0620","Tvåska",2015,2014,"W0620_2015","W0620_2014","F","2005","10","WithCubs",-23.22,4.85,"2.9","106.5","63",2015-04-18,"4","2","11.6",-23.242,"2014"
"313","472","W0621","Stöa",2006,2005,"W0621_2006","W0621_2005","F","2005","1","WithMother",-23.06,4.53,"2.8","18","40",2006-05-03,"5","1","2.94",-23.28,"2005"
"314","750","W0621","Stöa",2009,2008,"W0621_2009","W0621_2008","F","2005","4","SolitaryF",-22.37,4.33,"2.74","78","57",2009-04-23,"4","2","6.99",-22.524,"2008"
"315","676","W0621","Stöa",2011,2010,"W0621_2011","W0621_2010","F","2005","6","SolitaryF",-22.76,4.57,"2.81","83","60",2011-04-28,"4","2","7.05",-22.87,"2010"
"316","592","W0621","Stöa",2013,2012,"W0621_2013","W0621_2012","F","2005","8","WithCubs",-23.11,4.21,"2.71","86","62",2013-04-30,"4","2","27.41",-23.176,"2012"
"317","715","W0621","Stöa",2016,2015,"W0621_2016","W0621_2015","F","2005","11","WithCubs",-23.12,4.42,"2.77","93","62",2016-05-17,"5","2","10.74",-23.12,"2015"
"318","473","W0622","Skarva",2006,2005,"W0622_2006","W0622_2005","F","2005","1","WithMother",-23.15,4.81,"2.89","20.5","40",2006-05-03,"5","1","6.05",-23.37,"2005"
"319","751","W0622","Skarva",2009,2008,"W0622_2009","W0622_2008","F","2005","4","SolitaryF",-23.1,4.53,"2.8","78","61",2009-05-15,"5","2","13.05",-23.254,"2008"
"320","803","W0622","Skarva",2010,2009,"W0622_2010","W0622_2009","F","2005","5","SolitaryF",-23.23,3.95,"2.63","98","63",2010-04-27,"4","2","4.67",-23.362,"2009"
"321","474","W0623","Verva",2006,2005,"W0623_2006","W0623_2005","F","2005","1","WithMother",-22.73,5.43,"3.07","20.5","42",2006-05-03,"5","1","3.83",-22.95,"2005"
"322","752","W0623","Verva",2009,2008,"W0623_2009","W0623_2008","F","2005","4","SolitaryF",-22.63,4.28,"2.73","69","60",2009-04-23,"4","2","9.14",-22.784,"2008"
"323","677","W0623","Verva",2011,2010,"W0623_2011","W0623_2010","F","2005","6","WithCubs",-23.11,4.4,"2.76","70","57",2011-04-28,"4","2","10.91",-23.22,"2010"
"324","582","W0623","Verva",2016,2015,"W0623_2016","W0623_2015","F","2005","11","WithCubs",-23.63,3.91,"2.62","88","64",2016-05-17,"5","2","11.05",-23.63,"2015"
"325","498","W0624","Ljusa",2007,2006,"W0624_2007","W0624_2006","F","1989","18","SolitaryF",-22.74,4.57,"2.81","120","65",2007-04-21,"4","1","1.1299999999999999",-22.938,"2006"
"326","536","W0624","Ljusa",2008,2007,"W0624_2008","W0624_2007","F","1989","19","SolitaryF",-22.6,4.83,"2.89","118","65",2008-05-09,"5","1","2.66",-22.776,"2007"
"327","476","W0625","Pillåk",2006,2005,"W0625_2006","W0625_2005","M","2003","3","SolitaryM",-22.85,4.66,"2.84","NA","59.5",2006-06-18,"6","1","2.4",-23.07,"2005"
"328","499","W0625","Pillåk",2007,2006,"W0625_2007","W0625_2006","M","2003","4","SolitaryM",-23.17,4.88,"2.91","93","67",2007-05-18,"5","1","1.42",-23.368,"2006"
"329","537","W0625","Pillåk",2008,2007,"W0625_2008","W0625_2007","M","2003","5","SolitaryM",-22.71,4.79,"2.88","NA","66",2008-06-12,"6","1","2.71",-22.886,"2007"
"330","753","W0625","Pillåk",2009,2008,"W0625_2009","W0625_2008","M","2003","6","SolitaryM",-22.9,5,"2.94","NA","72",2009-05-22,"5","2","8.36",-23.054,"2008"
"331","804","W0625","Pillåk",2010,2009,"W0625_2010","W0625_2009","M","2003","7","SolitaryM",-23.17,5.41,"3.06","130","69",2010-04-12,"4","2","3.76",-23.302,"2009"
"332","673","W0625","Pillåk",2011,2010,"W0625_2011","W0625_2010","M","2003","8","SolitaryM",-23.04,5.71,"3.15","121","70",2011-04-11,"4","2","6.96",-23.15,"2010"
"333","639","W0625","Pillåk",2012,2011,"W0625_2012","W0625_2011","M","2003","9","SolitaryM",-23.27,5.37,"3.05","148","71",2012-04-12,"4","2","5.52",-23.358,"2011"
"334","593","W0625","Pillåk",2013,2012,"W0625_2013","W0625_2012","M","2003","10","SolitaryM",-23.45,5.47,"3.08","162","72",2013-04-18,"4","2","6.42",-23.516,"2012"
"335","477","W0626","Koski",2006,2005,"W0626_2006","W0626_2005","F","2000","6","WithCubs",-23.01,4.44,"2.78","76","57",2006-06-19,"6","1","2.61",-23.23,"2005"
"336","500","W0626","Koski",2007,2006,"W0626_2007","W0626_2006","F","2000","7","SolitaryF",-22.96,4.6,"2.82","68","57",2007-05-03,"5","1","1.42",-23.158,"2006"
"337","538","W0626","Koski",2008,2007,"W0626_2008","W0626_2007","F","2000","8","SolitaryF",-22.93,4.29,"2.73","NA","60",2008-06-12,"6","1","2.65",-23.106,"2007"
"338","905","W0701","Kotta",2007,2006,"W0701_2007","W0701_2006","F","2006","1","WithMother",-23.14,5.03,"2.95","20","NA",2007-04-13,"4","2","9.56",-23.338,"2006"
"339","906","W0702","Bävra",2007,2006,"W0702_2007","W0702_2006","F","2006","1","WithMother",-23.18,5.25,"3.01","19","NA",2007-04-13,"4","2","9.94",-23.378,"2006"
"340","501","W0703","Hapa",2007,2006,"W0703_2007","W0703_2006","F","2006","1","WithMother",-23.1,5.35,"3.04","20.5","40",2007-04-16,"4","1","4.16",-23.298,"2006"
"341","754","W0703","Hapa",2009,2008,"W0703_2009","W0703_2008","F","2006","3","SolitaryF",-22.71,4.17,"2.7","51","52",2009-04-14,"4","2","6.48",-22.864,"2008"
"342","832","W0703","Hapa",2010,2009,"W0703_2010","W0703_2009","F","2006","4","SolitaryF",-22.73,4.79,"2.88","59","51",2010-04-21,"4","2","3.55",-22.862,"2009"
"343","678","W0703","Hapa",2011,2010,"W0703_2011","W0703_2010","F","2006","5","SolitaryF",-22.86,4.81,"2.89","74","56",2011-05-10,"5","2","4.3",-22.97,"2010"
"344","502","W0704","Keiko_k3:1",2007,2006,"W0704_2007","W0704_2006","M","2006","1","WithMother",-23.03,5.47,"3.08","26","40.5",2007-04-16,"4","1","4.16",-23.228,"2006"
"345","503","W0705","Keiko_k3:2",2007,2006,"W0705_2007","W0705_2006","M","2006","1","WithMother",-22.91,5.18,"2.99","30","42",2007-04-16,"4","1","3.24",-23.108,"2006"
"346","504","W0706","Brända",2007,2006,"W0706_2007","W0706_2006","F","2006","1","WithMother",-22.58,5.24,"3.01","19","39",2007-04-17,"4","1","3.03",-22.778,"2006"
"347","843","W0706","Brända",2010,2009,"W0706_2010","W0706_2009","F","2006","4","SolitaryF",-23,4.27,"2.73","61","56",2010-04-27,"4","2","5.43",-23.132,"2009"
"348","578","W0706","Brända",2016,2015,"W0706_2016","W0706_2015","F","2006","10","WithCubs",-23.3,4.63,"2.83","83.6","59",2016-05-04,"5","2","7.39",-23.3,"2015"
"349","505","W0707","Broka",2007,2006,"W0707_2007","W0707_2006","F","2006","1","WithMother",-22.49,5.12,"2.98","19","39",2007-04-17,"4","1","2.73",-22.688,"2006"
"350","907","W0708","Tuva_k3:1",2007,2006,"W0708_2007","W0708_2006","M","2006","1","WithMother",-22.97,5.35,"3.04","22","38.5",2007-04-17,"4","2","10.47",-23.168,"2006"
"351","908","W0709","Rymma",2007,2006,"W0709_2007","W0709_2006","F","2006","1","WithMother",-22.81,5.46,"3.08","25","41.5",2007-04-17,"4","2","11.65",-23.008,"2006"
"352","909","W0710","Tuva_k3:3",2007,2006,"W0710_2007","W0710_2006","M","2006","1","WithMother",-23.12,5.33,"3.04","26","44.5",2007-04-17,"4","2","7.74",-23.318,"2006"
"353","506","W0711","Femma_k4:2",2007,2006,"W0711_2007","W0711_2006","M","2006","1","WithMother",-22.96,5.61,"3.12","24","40",2007-04-19,"4","1","3.24",-23.158,"2006"
"354","507","W0712","Munka",2007,2006,"W0712_2007","W0712_2006","F","2006","1","WithMother",-22.91,5.12,"2.98","12","37.5",2007-04-20,"4","1","6.11",-23.108,"2006"
"355","508","W0713","Ambra",2007,2006,"W0713_2007","W0713_2006","F","2006","1","WithMother",-22.99,5.05,"2.96","12","38",2007-04-20,"4","1","3.51",-23.188,"2006"
"356","539","W0713","Ambra",2008,2007,"W0713_2008","W0713_2007","F","2006","2","WithMother",-22.88,5.36,"3.05","NA","NA",NA,"13","1","2.25",-23.056,"2007"
"357","844","W0713","Ambra",2010,2009,"W0713_2010","W0713_2009","F","2006","4","SolitaryF",-22.83,4.74,"2.86","46","50",2010-04-22,"4","2","6.82",-22.962,"2009"
"358","594","W0713","Ambra",2013,2012,"W0713_2013","W0713_2012","F","2006","7","SolitaryF",-22.94,5.17,"2.99","77","58",2013-05-21,"5","2","24.06",-23.006,"2012"
"359","723","W0713","Ambra",2015,2014,"W0713_2015","W0713_2014","F","2006","9","WithCubs",-23.17,4.68,"2.85","62.8","56.5",2015-04-23,"4","2","16.66",-23.192,"2014"
"360","845","W0716","Spjuta",2010,2009,"W0716_2010","W0716_2009","F","2001","9","WithCubs",-23.2,3.94,"2.63","89","60",2010-04-13,"4","2","14.58",-23.332,"2009"
"361","640","W0716","Spjuta",2012,2011,"W0716_2012","W0716_2011","F","2001","11","WithCubs",-23.02,4.49,"2.79","87","60",2012-05-02,"5","2","6.38",-23.108,"2011"
"362","568","W0716","Spjuta",2016,2015,"W0716_2016","W0716_2015","F","2001","15","SolitaryF",-23,4.09,"2.67","117.8","62",2016-05-01,"5","2","6.09",-23,"2015"
"363","510","W0717","Kerro",2007,2006,"W0717_2007","W0717_2006","M","1996","11","SolitaryM",-22.93,6.13,"3.27","218","81",2007-05-18,"5","1","3.66",-23.128,"2006"
"364","910","W0717","Kerro",2007,2006,"W0717_2007","W0717_2006","M","1996","11","SolitaryM",-22.71,5.83,"3.19","218","81",2007-05-18,"5","2","16.07",-22.908,"2006"
"365","511","W0718","Lillen",2007,2006,"W0718_2007","W0718_2006","M","2000","7","SolitaryM",-22.99,5.66,"3.14","208","77",2007-05-20,"5","1","1.81",-23.188,"2006"
"366","755","W0718","Lillen",2009,2008,"W0718_2009","W0718_2008","M","2000","9","SolitaryM",-23.09,5.4,"3.06","192","76",2009-04-21,"4","2","9.15",-23.244,"2008"
"367","756","W0718","Lillen",2009,2008,"W0718_2009","W0718_2008","M","2000","9","SolitaryM",-23.27,4.98,"2.94","192","76",2009-04-21,"4","2","10.57",-23.424,"2008"
"368","846","W0718","Lillen",2010,2009,"W0718_2010","W0718_2009","M","2000","10","SolitaryM",-23.17,5.95,"3.22","180","72",2010-04-08,"4","2","10.119999999999999",-23.302,"2009"
"369","679","W0718","Lillen",2011,2010,"W0718_2011","W0718_2010","M","2000","11","SolitaryM",-22.78,6.72,"3.45","171","70",2011-04-14,"4","2","7.61",-22.89,"2010"
"370","512","W0719","Torni",2007,2006,"W0719_2007","W0719_2006","M","2002","5","SolitaryM",-23.08,5.69,"3.14","114","62.5",2007-05-29,"5","1","2.46",-23.278,"2006"
"371","540","W0719","Torni",2008,2007,"W0719_2008","W0719_2007","M","2002","6","SolitaryM",-22.84,5.34,"3.04","170","67",2008-04-17,"4","1","3.32",-23.016,"2007"
"372","847","W0719","Torni",2010,2009,"W0719_2010","W0719_2009","M","2002","8","SolitaryM",-23.2,5.67,"3.14","142","63",2010-04-12,"4","2","3.99",-23.332,"2009"
"373","680","W0719","Torni",2011,2010,"W0719_2011","W0719_2010","M","2002","9","SolitaryM",-23.08,5.53,"3.1","152","67",2011-04-11,"4","2","8.1",-23.19,"2010"
"374","641","W0719","Torni",2012,2011,"W0719_2012","W0719_2011","M","2002","10","SolitaryM",-23.14,5.82,"3.18","143","66",2012-04-12,"4","2","6.33",-23.228,"2011"
"375","595","W0719","Torni",2013,2012,"W0719_2013","W0719_2012","M","2002","11","SolitaryM",-23.43,6.9,"3.5","159","68",2013-04-18,"4","2","10.31",-23.496,"2012"
"376","681","W0720","Rådika",2011,2010,"W0720_2011","W0720_2010","F","2000","11","WithCubs",-22.76,4.65,"2.84","56","56",2011-04-19,"4","2","10.029999999999999",-22.87,"2010"
"377","724","W0720","Rådika",2015,2014,"W0720_2015","W0720_2014","F","2000","15","WithCubs",-22.97,4.48,"2.79","76.599999999999994","59",2015-04-23,"4","2","13",-22.992,"2014"
"378","541","W0801","Brände",2008,2007,"W0801_2008","W0801_2007","M","1988","20","SolitaryM",-22.62,6.18,"3.29","180","80",2008-04-03,"4","1","4.6399999999999997",-22.796,"2007"
"379","542","W0802","Noen",2008,2007,"W0802_2008","W0802_2007","M","2003","5","SolitaryM",-22.61,5.58,"3.11","NA","67",2008-06-12,"6","1","2.44",-22.786,"2007"
"380","757","W0802","Noen",2009,2008,"W0802_2009","W0802_2008","M","2003","6","SolitaryM",-23.13,5.27,"3.02","128","67",2009-04-06,"4","2","10.39",-23.284,"2008"
"381","849","W0802","Noen",2010,2009,"W0802_2010","W0802_2009","M","2003","7","SolitaryM",-23.34,5.64,"3.13","155","73",2010-04-08,"4","2","7.63",-23.472,"2009"
"382","682","W0802","Noen",2011,2010,"W0802_2011","W0802_2010","M","2003","8","SolitaryM",-23.37,7,"3.53","152","72",2011-04-14,"4","2","6.91",-23.48,"2010"
"383","543","W0803","Rotman",2008,2007,"W0803_2008","W0803_2007","M","1992","16","SolitaryM",-22.63,5.73,"3.16","230","85",2008-04-14,"4","1","2.63",-22.806,"2007"
"384","544","W0804","Rise",2008,2007,"W0804_2008","W0804_2007","M","2004","4","SolitaryM",-22.98,5.36,"3.05","136","68",2008-04-15,"4","1","0.9",-23.156,"2007"
"385","545","W0805","Vattun",2008,2007,"W0805_2008","W0805_2007","M","2002","6","SolitaryM",-23.08,6.18,"3.29","171","72",2008-04-15,"4","1","1.08",-23.256,"2007"
"386","758","W0805","Vattun",2009,2008,"W0805_2009","W0805_2008","M","2002","7","SolitaryM",-23.08,5.91,"3.21","197","78",2009-04-07,"4","2","10",-23.234,"2008"
"387","850","W0805","Vattun",2010,2009,"W0805_2010","W0805_2009","M","2002","8","SolitaryM",-22.95,6.07,"3.26","NA","81",2010-04-26,"4","2","11.22",-23.082,"2009"
"388","683","W0805","Vattun",2011,2010,"W0805_2011","W0805_2010","M","2002","9","SolitaryM",-22.91,6.81,"3.47","200","80",2011-04-18,"4","2","9.8800000000000008",-23.02,"2010"
"389","642","W0805","Vattun",2012,2011,"W0805_2012","W0805_2011","M","2002","10","SolitaryM",-22.95,6.55,"3.4","207","78",2012-04-19,"4","2","5.65",-23.038,"2011"
"390","596","W0805","Vattun",2013,2012,"W0805_2013","W0805_2012","M","2002","11","SolitaryM",-23.27,6.6,"3.41","215","84",2013-05-30,"5","2","7.04",-23.336,"2012"
"391","546","W0806","Kyllan",2008,2007,"W0806_2008","W0806_2007","F","2007","1","WithMother",-22.74,4.14,"2.69","15","39.5",2008-04-23,"4","1","2.75",-22.916,"2007"
"392","759","W0806","Kyllan",2009,2008,"W0806_2009","W0806_2008","F","2007","2","SolitaryF",-22.98,3.71,"2.56","26","45",2009-04-29,"4","2","15.51",-23.134,"2008"
"393","851","W0806","Kyllan",2010,2009,"W0806_2010","W0806_2009","F","2007","3","SolitaryF",-23.22,3.93,"2.63","45","47",2010-04-20,"4","2","6.34",-23.352,"2009"
"394","684","W0806","Kyllan",2011,2010,"W0806_2011","W0806_2010","F","2007","4","SolitaryF",-22.57,4.59,"2.82","51","51",2011-04-20,"4","2","9.6300000000000008",-22.68,"2010"
"395","643","W0806","Kyllan",2012,2011,"W0806_2012","W0806_2011","F","2007","5","SolitaryF",-22.73,4.49,"2.79","67","54",2012-04-25,"4","2","6.74",-22.818,"2011"
"396","597","W0806","Kyllan",2013,2012,"W0806_2013","W0806_2012","F","2007","6","SolitaryF",-22.86,5.09,"2.97","77","57",2013-05-22,"5","2","6.16",-22.926,"2012"
"397","547","W0807","Hirva_k2:2",2008,2007,"W0807_2008","W0807_2007","M","2007","1","WithMother",-22.86,4.3,"2.74","15","39",2008-04-23,"4","1","8.77",-23.036,"2007"
"398","548","W0808","Samuel",2008,2007,"W0808_2008","W0808_2007","M","2007","1","WithMother",-23.05,4.92,"2.92","14","37",2008-04-24,"4","1","9.39",-23.226,"2007"
"399","760","W0808","Samuel",2009,2008,"W0808_2009","W0808_2008","M","2007","2","WithMother",-22.53,4.39,"2.76","39","45",2009-04-15,"4","2","8.41",-22.684,"2008"
"400","549","W0809","Manne",2008,2007,"W0809_2008","W0809_2007","M","2007","1","WithMother",-22.88,5.25,"3.01","17","42",2008-04-24,"4","1","5.15",-23.056,"2007"
"401","761","W0809","Manne",2009,2008,"W0809_2009","W0809_2008","M","2007","2","WithMother",-22.49,4.75,"2.87","46","47",2009-04-15,"4","2","6.65",-22.644,"2008"
"402","550","W0810","Mismyr",2008,2007,"W0810_2008","W0810_2007","M","2007","1","WithMother",-23.03,4.95,"2.93","24","43",2008-04-24,"4","1","6.76",-23.206,"2007"
"403","762","W0810","Mismyr",2009,2008,"W0810_2009","W0810_2008","M","2007","2","WithMother",-22.61,4.06,"2.66","48","50",2009-04-17,"4","2","8.09",-22.764,"2008"
"404","852","W0810","Mismyr",2010,2009,"W0810_2010","W0810_2009","M","2007","3","SolitaryM",-23.19,4.25,"2.72","78","55",2010-04-09,"4","2","5.69",-23.322,"2009"
"405","685","W0810","Mismyr",2011,2010,"W0810_2011","W0810_2010","M","2007","4","SolitaryM",-23.57,6.17,"3.29","102","64",2011-04-15,"4","2","4.8600000000000003",-23.68,"2010"
"406","551","W0811","Klittmyr",2008,2007,"W0811_2008","W0811_2007","M","2007","1","WithMother",-22.93,4.83,"2.89","22","42",2008-04-24,"4","1","4.5",-23.106,"2007"
"407","763","W0811","Klittmyr",2009,2008,"W0811_2009","W0811_2008","M","2007","2","WithMother",-22.6,3.96,"2.64","45","48",2009-04-17,"4","2","9.9700000000000006",-22.754,"2008"
"408","853","W0811","Klittmyr",2010,2009,"W0811_2010","W0811_2009","M","2007","3","SolitaryM",-22.97,4.29,"2.73","70","52",2010-04-09,"4","2","4.38",-23.102,"2009"
"409","686","W0811","Klittmyr",2011,2010,"W0811_2011","W0811_2010","M","2007","4","SolitaryM",-22.65,5.22,"3.01","76","61",2011-04-15,"4","2","5.75",-22.76,"2010"
"410","644","W0811","Klittmyr",2012,2011,"W0811_2012","W0811_2011","M","2007","5","SolitaryM",-23.33,4.88,"2.91","143","70.5",2012-08-14,"8","2","5.01",-23.418,"2011"
"411","598","W0811","Klittmyr",2013,2012,"W0811_2013","W0811_2012","M","2007","6","SolitaryM",-23.49,5.24,"3.01","NA","71",2013-06-11,"6","2","4.78",-23.556,"2012"
"412","552","W0812","Villmyr",2008,2007,"W0812_2008","W0812_2007","M","2007","1","WithMother",-22.95,4.81,"2.89","16","38",2008-04-24,"4","1","6.12",-23.126,"2007"
"413","764","W0812","Villmyr",2009,2008,"W0812_2009","W0812_2008","M","2007","2","WithMother",-22.69,3.9,"2.62","39","47",2009-04-17,"4","2","11.08",-22.844,"2008"
"414","854","W0812","Villmyr",2010,2009,"W0812_2010","W0812_2009","M","2007","3","SolitaryM",-23,4.17,"2.7","77","54",2010-06-21,"6","2","5.35",-23.132,"2009"
"415","687","W0812","Villmyr",2011,2010,"W0812_2011","W0812_2010","M","2007","4","SolitaryM",-22.75,5.01,"2.94","86","61",2011-06-07,"6","2","9.64",-22.86,"2010"
"416","645","W0812","Villmyr",2012,2011,"W0812_2012","W0812_2011","M","2007","5","SolitaryM",-22.99,5.42,"3.06","93","60",2012-04-19,"4","2","3.98",-23.078,"2011"
"417","599","W0812","Villmyr",2013,2012,"W0812_2013","W0812_2012","M","2007","6","SolitaryM",-23.41,5.11,"2.97","113","67",2013-04-16,"4","2","5.16",-23.476,"2012"
"418","765","W0813","Sillda",2009,2008,"W0813_2009","W0813_2008","F","2007","2","SolitaryF",-23.46,4.13,"2.69","36","43",2009-04-16,"4","2","11.15",-23.614,"2008"
"419","553","W0814","Krugga",2008,2007,"W0814_2008","W0814_2007","F","2007","1","WithMother",-22.97,4.69,"2.85","15","37.5",2008-04-25,"4","1","3.03",-23.146,"2007"
"420","766","W0814","Krugga",2009,2008,"W0814_2009","W0814_2008","F","2007","2","SolitaryF",-23.9,3.67,"2.5499999999999998","33","42",2009-04-16,"4","2","10.48",-24.054,"2008"
"421","554","W0815","Gälla_k2:1",2008,2007,"W0815_2008","W0815_2007","M","2007","1","WithMother",-22.6,4.5,"2.79","19","40.5",2008-04-28,"4","1","2.87",-22.776,"2007"
"422","555","W0816","Svedda",2008,2007,"W0816_2008","W0816_2007","F","2007","1","WithMother",-22.34,4.63,"2.83","19","40.5",2008-04-28,"4","1","3.05",-22.516,"2007"
"423","556","W0817","Valla",2008,2007,"W0817_2008","W0817_2007","F","2007","1","WithMother",-22.52,4.54,"2.81","17","39",2008-04-28,"4","1","5.76",-22.696,"2007"
"424","557","W0818","Ellen",2008,2007,"W0818_2008","W0818_2007","F","2007","1","WithMother",-22.55,4.15,"2.69","13","35.5",2008-04-28,"4","1","6.88",-22.726,"2007"
"425","767","W0818","Ellen",2009,2008,"W0818_2009","W0818_2008","F","2007","2","SolitaryF",-22.58,3.34,"2.4500000000000002","28","42",2009-04-27,"4","2","9.59",-22.734,"2008"
"426","688","W0818","Ellen",2011,2010,"W0818_2011","W0818_2010","F","2007","4","SolitaryF",-22.15,4.03,"2.66","48","50",2011-04-20,"4","2","6.11",-22.26,"2010"
"427","646","W0818","Ellen",2012,2011,"W0818_2012","W0818_2011","F","2007","5","SolitaryF",-22.61,4.3,"2.74","54.5","53",2012-04-27,"4","2","6.01",-22.698,"2011"
"428","600","W0818","Ellen",2013,2012,"W0818_2013","W0818_2012","F","2007","6","SolitaryF",-22.72,4.31,"2.74","69","57",2013-04-19,"4","2","3.8",-22.786,"2012"
"429","574","W0818","Ellen",2016,2015,"W0818_2016","W0818_2015","F","2007","9","SolitaryF",-21.06,4.38,"2.76","87.4","58",2016-04-26,"4","2","7.11",-21.06,"2015"
"430","558","W0819","Digra",2008,2007,"W0819_2008","W0819_2007","F","2007","1","WithMother",-22.83,4.63,"2.83","18","38",2008-04-28,"4","2","9.06",-23.006,"2007"
"431","559","W0820","Åsanissa",2008,2007,"W0820_2008","W0820_2007","F","2007","1","WithMother",-22.69,4.6,"2.82","19","40",2008-04-28,"4","2","6.82",-22.866,"2007"
"432","768","W0820","Åsanissa",2009,2008,"W0820_2009","W0820_2008","F","2007","2","SolitaryF",-22.74,3.66,"2.5499999999999998","33","45",2009-04-27,"4","2","12.95",-22.894,"2008"
"433","855","W0820","Åsanissa",2010,2009,"W0820_2010","W0820_2009","F","2007","3","SolitaryF",-22.65,4.1,"2.68","55","51",2010-06-22,"6","2","12.34",-22.782,"2009"
"434","689","W0820","Åsanissa",2011,2010,"W0820_2011","W0820_2010","F","2007","4","SolitaryF",-22.4,4.14,"2.69","57","53.5",2011-04-20,"4","2","7.69",-22.51,"2010"
"435","647","W0820","Åsanissa",2012,2011,"W0820_2012","W0820_2011","F","2007","5","SolitaryF",-22.91,4.26,"2.72","62","55",2012-04-27,"4","2","4.79",-22.998,"2011"
"436","560","W0821","Kulla_k3:1",2008,2007,"W0821_2008","W0821_2007","M","2007","1","WithMother",-22.51,4.68,"2.85","15","36.5",2008-04-30,"4","1","3.81",-22.686,"2007"
"437","561","W0822","Kulla_k3:2",2008,2007,"W0822_2008","W0822_2007","M","2007","1","WithMother",-22.86,4.51,"2.8","17.5","41.5",2008-04-30,"4","1","4.3600000000000003",-23.036,"2007"
"438","562","W0823","Håva",2008,2007,"W0823_2008","W0823_2007","F","2007","1","WithMother",-22.83,4.5,"2.79","9.5","35",2008-04-30,"4","1","4",-23.006,"2007"
"439","563","W0824","Gerko",2008,2007,"W0824_2008","W0824_2007","M","2007","1","WithMother",-22.75,4.59,"2.82","12.5","37",2008-04-30,"4","1","3.01",-22.926,"2007"
"440","769","W0824","Gerko",2009,2008,"W0824_2009","W0824_2008","M","2007","2","SolitaryM",-23.13,4.2,"2.71","25","43",2009-04-27,"4","2","6.89",-23.284,"2008"
"441","690","W0824","Gerko",2011,2010,"W0824_2011","W0824_2010","M","2007","4","SolitaryM",-23.05,4.82,"2.89","74","58",2011-04-19,"4","2","5.05",-23.16,"2010"
"442","564","W0825","Galju",2008,2007,"W0825_2008","W0825_2007","F","2007","1","WithMother",-22.43,4.51,"2.8","11.5","36",2008-04-30,"4","1","3.61",-22.606,"2007"
