"","sampleID","BearID","pubname","year.sampled","year.represent","bearyear.sampled","bearyear.represent","sex","birth","age","reprostatus.represent","C13","N15","trophicpos","weight","headcirc","capturedate","Cmonth","cort.kit","cortisol","C13.suess","fYR"
"1","231","W0001","Korsu",2000,1999,"W0001_2000","W0001_1999","M","1997","3","SolitaryM",-22.62,5.02,"2.95","94","57",2000-04-08,"4","1","2.08",-22.972,"1999"
"2","232","W0002","Note",2000,1999,"W0002_2000","W0002_1999","M","1994","6","SolitaryM",-22.7,5.13,"2.98","130","67",2000-04-08,"4","1","1.87",-23.052,"1999"
"3","250/W0002","W0002","Note",2001,2000,"W0002_2001","W0002_2000","M","1994","7","SolitaryM",-22.45,5.47,"3.08","148","74",2001-04-20,"4","1","1.54",-22.78,"2000"
"4","233","W0003","Hammraberget",2000,1999,"W0003_2000","W0003_1999","M","1997","3","SolitaryM",-22.58,4.56,"2.81","63","48.5",2000-04-08,"4","1","4.03",-22.932,"1999"
"5","234","W0004","Öda",2000,1999,"W0004_2000","W0004_1999","F","1994","6","WithCubs",-22.3,4.62,"2.83","95","59",2000-04-10,"4","1","3.43",-22.652,"1999"
"6","280","W0004","Öda",2002,2001,"W0004_2002","W0004_2001","F","1994","8","WithCubs",-22.42,4.27,"2.73","86","60",2002-04-22,"4","1","3.72",-22.728,"2001"
"7","873","W0004","Öda",2004,2003,"W0004_2004","W0004_2003","F","1994","10","WithCubs",-22.58,4.02,"2.65","95","62",2004-04-16,"4","2","6.34",-22.844,"2003"
"8","450","W0004","Öda",2006,2005,"W0004_2006","W0004_2005","F","1994","12","WithCubs",-22.71,4.47,"2.79","95","64",2006-05-02,"5","1","4.3499999999999996",-22.93,"2005"
"9","516","W0004","Öda",2008,2007,"W0004_2008","W0004_2007","F","1994","14","WithCubs",-22.79,4.24,"2.72","88","65",2008-04-24,"4","1","3.25",-22.966,"2007"
"10","731","W0004","Öda",2009,2008,"W0004_2009","W0004_2008","F","1994","15","SolitaryF",-22.61,4.06,"2.66","96","63",2009-04-17,"4","2","11.02",-22.764,"2008"
"11","235","W0005","Öda_k1:1",2000,1999,"W0005_2000","W0005_1999","M","1999","1","WithMother",-22.47,5.44,"3.07","45","46",2000-04-10,"4","1","2.77",-22.822,"1999"
"12","236","W0006","Sari_k2:1",2000,1999,"W0006_2000","W0006_1999","M","1999","1","WithMother",-22.76,4.73,"2.86","32","40",2000-04-14,"4","1","3.73",-23.112,"1999"
"13","237","W0007","Sari_k2:2",2000,1999,"W0007_2000","W0007_1999","M","1999","1","WithMother",-22.75,4.76,"2.87","38","43",2000-04-14,"4","1","2.98",-23.102,"1999"
"14","189","W0008","Vana",2000,1999,"W0008_2000","W0008_1999","F","1999","1","WithMother",-22.93,4.65,"2.84","32","40",2000-04-14,"4","1","2.56",-23.282,"1999"
"15","190","W0009","Binna_k1:1",2000,1999,"W0009_2000","W0009_1999","M","1999","1","WithMother",-22.72,5.83,"3.19","37","39.5",2000-04-14,"4","1","2.19",-23.072,"1999"
"16","200","W0010","Hirva",2000,1999,"W0010_2000","W0010_1999","F","1999","1","WithMother",-22.8,5.23,"3.01","30","38.5",2000-04-15,"4","1","2.54",-23.152,"1999"
"17","281","W0010","Hirva",2002,2001,"W0010_2002","W0010_2001","F","1999","3","SolitaryF",-21.91,4.36,"2.75","75","51",2002-07-25,"7","1","2.4",-22.218,"2001"
"18","359","W0010","Hirva",2003,2002,"W0010_2003","W0010_2002","F","1999","4","SolitaryF",-22.1,4.18,"2.7","117","57",2003-09-22,"9","1","0.89",-22.386,"2002"
"19","889","W0010","Hirva",2006,2005,"W0010_2006","W0010_2005","F","1999","7","WithCubs",-23.33,4.37,"2.76","83","60",2006-04-19,"4","2","8.1",-23.55,"2005"
"20","517","W0010","Hirva",2008,2007,"W0010_2008","W0010_2007","F","1999","9","WithCubs",-22.48,3.7,"2.56","81","58",2008-04-23,"4","1","3.24",-22.656,"2007"
"21","201","W0011","Grivla_k1:2",2000,1999,"W0011_2000","W0011_1999","M","1999","1","WithMother",-22.81,5.21,"3","32","39",2000-04-15,"4","1","2.19",-23.162,"1999"
"22","202","W0012","Roudin",2000,1999,"W0012_2000","W0012_1999","M","1991","9","SolitaryM",-22.62,5.64,"3.13","233","77",2000-04-15,"4","1","2.4500000000000002",-22.972,"1999"
"23","251/W0012","W0012","Roudin",2001,2000,"W0012_2001","W0012_2000","M","1991","10","SolitaryM",-22.79,5.04,"2.95","212","77",2001-04-20,"4","1","1.69",-23.12,"2000"
"24","282","W0012","Roudin",2002,2001,"W0012_2002","W0012_2001","M","1991","11","SolitaryM",-23.06,5.9,"3.21","195","76",2002-06-17,"6","1","1.22",-23.368,"2001"
"25","375","W0012","Roudin",2004,2003,"W0012_2004","W0012_2003","M","1991","13","SolitaryM",-23.2,5.85,"3.19","230","77",2004-04-13,"4","1","3.95",-23.464,"2003"
"26","451","W0012","Roudin",2006,2005,"W0012_2006","W0012_2005","M","1991","15","SolitaryM",-23.11,6.36,"3.34","224","80",2006-04-19,"4","1","2.68",-23.33,"2005"
"27","483","W0012","Roudin",2007,2006,"W0012_2007","W0012_2006","M","1991","16","SolitaryM",-22.97,5.92,"3.21","204","80",2007-04-13,"4","1","1.62",-23.168,"2006"
"28","732","W0012","Roudin",2009,2008,"W0012_2009","W0012_2008","M","1991","18","SolitaryM",-22.95,6.56,"3.4","NA","82",2009-05-14,"5","2","17.22",-23.104,"2008"
"29","203","W0013","Surola",2000,1999,"W0013_2000","W0013_1999","M","1995","5","SolitaryM",-23.06,6.31,"3.33","173","65",2000-04-16,"4","1","1.26",-23.412,"1999"
"30","252/W0013","W0013","Surola",2001,2000,"W0013_2001","W0013_2000","M","1995","6","SolitaryM",-22.83,5.8,"3.18","167","68.5",2001-04-09,"4","1","3.07",-23.16,"2000"
"31","283","W0013","Surola",2002,2001,"W0013_2002","W0013_2001","M","1995","7","SolitaryM",-22.95,5.98,"3.23","208","71",2002-04-11,"4","1","1.1000000000000001",-23.258,"2001"
"32","518","W0013","Surola",2008,2007,"W0013_2008","W0013_2007","M","1995","13","SolitaryM",-22.41,5.53,"3.1","215","77",2008-04-14,"4","1","1.4",-22.586,"2007"
"33","733","W0013","Surola",2009,2008,"W0013_2009","W0013_2008","M","1995","14","SolitaryM",-22.55,5.36,"3.05","228","72",2009-04-24,"4","2","6.58",-22.704,"2008"
"34","791","W0013","Surola",2010,2009,"W0013_2010","W0013_2009","M","1995","15","SolitaryM",-23.04,5.76,"3.16","188","76",2010-04-09,"4","2","5.05",-23.172,"2009"
"35","665","W0013","Surola",2011,2010,"W0013_2011","W0013_2010","M","1995","16","SolitaryM",-22.51,6.46,"3.37","225","76",2011-04-28,"4","2","13.59",-22.62,"2010"
"36","204","W0014","Täxås_k6:1",2000,1999,"W0014_2000","W0014_1999","M","1999","1","WithMother",-22.67,5.84,"3.19","42","45",2000-04-16,"4","1","1.88",-23.022,"1999"
"37","253/W0014","W0014","Täxås_k6:1",2001,2000,"W0014_2001","W0014_2000","M","1999","2","SolitaryM",-22.87,5.14,"2.98","68","54",2001-04-12,"4","1","2.81",-23.2,"2000"
"38","205","W0015","Tälla",2000,1999,"W0015_2000","W0015_1999","F","1999","1","WithMother",-22.59,5.72,"3.15","36","41.5",2000-04-17,"4","1","1.82",-22.942,"1999"
"39","333","W0015","Tälla",2003,2002,"W0015_2003","W0015_2002","F","1999","4","SolitaryF",-22.27,4.76,"2.87","138","NA",2003-09-23,"9","1","1.54",-22.556,"2002"
"40","360","W0015","Tälla",2003,2002,"W0015_2003","W0015_2002","F","1999","4","SolitaryF",-22.39,4.79,"2.88","138","NA",2003-09-23,"9","1","1.95",-22.676,"2002"
"41","206","W0016","Joka",2000,1999,"W0016_2000","W0016_1999","M","1994","6","SolitaryM",-22.41,5.68,"3.14","175","70",2000-04-18,"4","1","1.51",-22.762,"1999"
"42","207","W0017","Kataja",2000,1999,"W0017_2000","W0017_1999","M","1999","1","WithMother",-22.87,5.05,"2.96","30","38",2000-04-27,"4","1","2.19",-23.222,"1999"
"43","208","W0018","Tuva",2000,1999,"W0018_2000","W0018_1999","F","1999","1","WithMother",-22.64,5.75,"3.16","27","38",2000-04-28,"4","1","2.3199999999999998",-22.992,"1999"
"44","334","W0018","Tuva",2003,2002,"W0018_2003","W0018_2002","F","1999","4","SolitaryF",-22.23,4.78,"2.88","88","58",2003-04-24,"4","1","2.98",-22.516,"2002"
"45","417","W0018","Tuva",2005,2004,"W0018_2005","W0018_2004","F","1999","6","WithCubs",-22.82,4.27,"2.73","82","58",2005-04-17,"4","1","3.57",-23.062,"2004"
"46","902","W0018","Tuva",2007,2006,"W0018_2007","W0018_2006","F","1999","8","WithCubs",-23.01,4.71,"2.86","97","63",2007-04-17,"4","2","6.87",-23.208,"2006"
"47","209","W0019","Leta",2000,1999,"W0019_2000","W0019_1999","F","1999","1","WithMother",-22.52,5.66,"3.14","24","37",2000-04-28,"4","1","2.12",-22.872,"1999"
"48","210","W0020","Spana",2000,1999,"W0020_2000","W0020_1999","F","1999","1","WithMother",-22.6,5.69,"3.14","24","36",2000-04-28,"4","1","3.35",-22.952,"1999"
"49","834","W0021","Tangå",2000,1999,"W0021_2000","W0021_1999","F","1999","1","WithMother",-22.9,4.6,"2.82","30","40",2000-04-28,"4","2","7.45",-23.252,"1999"
"50","335","W0021","Tangå",2003,2002,"W0021_2003","W0021_2002","F","1999","4","SolitaryF",-22.56,4.41,"2.77","117","NA",2003-09-23,"9","1","4.16",-22.846,"2002"
"51","361","W0021","Tangå",2003,2002,"W0021_2003","W0021_2002","F","1999","4","SolitaryF",-22.96,4.59,"2.82","117","NA",2003-09-23,"9","1","2.0699999999999998",-23.246,"2002"
"52","835","W0022","Rensjö_k6:2",2000,1999,"W0022_2000","W0022_1999","M","1999","1","WithMother",-22.7,4.67,"2.84","30","39",2000-04-28,"4","2","12.57",-23.052,"1999"
"53","836","W0023","Rensjö_k6:3",2000,1999,"W0023_2000","W0023_1999","M","1999","1","WithMother",-22.91,4.71,"2.86","28","38",2000-04-28,"4","2","5.7",-23.262,"1999"
"54","211","W0024","Mossi_k5:1",2000,1999,"W0024_2000","W0024_1999","M","1999","1","WithMother",-22.41,5.4,"3.06","36","42",2000-04-28,"4","1","2.63",-22.762,"1999"
"55","212","W0025","Brinda",2000,1999,"W0025_2000","W0025_1999","F","1999","1","WithMother",-22.42,5.49,"3.09","52","54",2000-08-21,"8","1","2.6",-22.772,"1999"
"56","254/W0101","W0101","Härje",2001,2000,"W0101_2001","W0101_2000","M","1998","3","SolitaryM",-22.58,4.03,"2.66","81","59",2001-04-09,"4","1","2.11",-22.91,"2000"
"57","376","W0101","Härje",2004,2003,"W0101_2004","W0101_2003","M","1998","6","SolitaryM",-22.61,4.66,"2.84","147","73",2004-06-07,"6","1","2.19",-22.874,"2003"
"58","519","W0101","Härje",2008,2007,"W0101_2008","W0101_2007","M","1998","10","SolitaryM",-23.1,4.8,"2.88","184","78",2008-04-18,"4","1","2.76",-23.276,"2007"
"59","734","W0101","Härje",2009,2008,"W0101_2009","W0101_2008","M","1998","11","SolitaryM",-23.07,5,"2.94","209","77",2009-04-24,"4","2","7.84",-23.224,"2008"
"60","255","W0102","Ran",2001,2000,"W0102_2001","W0102_2000","M","1997","4","SolitaryM",-22.56,4.68,"2.85","147","69",2001-04-10,"4","1","2.2000000000000002",-22.89,"2000"
"61","284","W0102","Ran",2002,2001,"W0102_2002","W0102_2001","M","1997","5","SolitaryM",-22.88,4.74,"2.86","216","73",2002-04-09,"4","1","3.14",-23.188,"2001"
"62","257","W0104","Abborrgina",2001,2000,"W0104_2001","W0104_2000","F","2000","1","WithMother",-22.48,5.21,"3","34","45",2001-04-17,"4","1","2.5299999999999998",-22.81,"2000"
"63","362","W0104","Abborrgina",2003,2002,"W0104_2003","W0104_2002","F","2000","3","SolitaryF",-22.61,4.51,"2.8","114","58",2003-09-22,"9","1","1.23",-22.896,"2002"
"64","890","W0104","Abborrgina",2006,2005,"W0104_2006","W0104_2005","F","2000","6","WithCubs",-22.73,4.36,"2.75","77","59",2006-04-20,"4","2","11.35",-22.95,"2005"
"65","792","W0104","Abborrgina",2010,2009,"W0104_2010","W0104_2009","F","2000","10","WithCubs",-22.78,4.8,"2.88","97","62",2010-04-13,"4","2","5.64",-22.912,"2009"
"66","634","W0104","Abborrgina",2012,2011,"W0104_2012","W0104_2011","F","2000","12","WithCubs",-22.88,4.33,"2.74","78","60",2012-05-02,"5","2","9.39",-22.968,"2011"
"67","725","W0104","Abborrgina",2015,2014,"W0104_2015","W0104_2014","F","2000","15","WithCubs",-23.19,4.15,"2.69","83.6","59",2015-04-24,"4","2","11.16",-23.212,"2014"
"68","714","W0104","Abborrgina",2016,2015,"W0104_2016","W0104_2015","F","2000","16","WithCubs",-23.38,4.4,"2.76","102","59",2016-05-02,"5","2","8.9",-23.38,"2015"
"69","258","W0105","Abborra",2001,2000,"W0105_2001","W0105_2000","F","2000","1","WithMother",-22.46,5.72,"3.15","35","45",2001-04-17,"4","1","1.79",-22.79,"2000"
"70","259","W0106","Stubba_k2:3",2001,2000,"W0106_2001","W0106_2000","M","2000","1","WithMother",-22.63,5.57,"3.11","26.5","42.5",2001-04-17,"4","1","2.74",-22.96,"2000"
"71","260","W0107","Akita",2001,2000,"W0107_2001","W0107_2000","F","2000","1","WithMother",-22.36,5.49,"3.09","28.5","44",2001-04-18,"4","1","2.1",-22.69,"2000"
"72","336","W0107","Akita",2003,2002,"W0107_2003","W0107_2002","F","2000","3","SolitaryF",-22.08,4.47,"2.79","101","61",2003-09-22,"9","1","2.74",-22.366,"2002"
"73","363","W0107","Akita",2003,2002,"W0107_2003","W0107_2002","F","2000","3","SolitaryF",-22.39,5.1,"2.97","101","61",2003-09-22,"9","1","1.45",-22.676,"2002"
"74","418","W0107","Akita",2005,2004,"W0107_2005","W0107_2004","F","2000","5","SolitaryF",-22.64,5.07,"2.96","79","59",2005-04-17,"4","1","3.24",-22.882,"2004"
"75","903","W0107","Akita",2007,2006,"W0107_2007","W0107_2006","F","2000","7","WithCubs",-22.6,4.75,"2.87","85","65",2007-04-20,"4","2","8.7100000000000009",-22.798,"2006"
"76","735","W0107","Akita",2009,2008,"W0107_2009","W0107_2008","F","2000","9","WithCubs",-22.61,4.45,"2.78","97","66",2009-04-21,"4","2","12.44",-22.764,"2008"
"77","261","W0108","Näcken",2001,2000,"W0108_2001","W0108_2000","M","1990","11","SolitaryM",-22.54,4.47,"2.79","218","77",2001-04-18,"4","1","1.97",-22.87,"2000"
"78","736","W0108","Näcken",2009,2008,"W0108_2009","W0108_2008","M","1990","19","SolitaryM",-22.75,4.75,"2.87","NA","NA",NA,"13","2","11.42",-22.904,"2008"
"79","285","W0109","Loma",2002,2001,"W0109_2002","W0109_2001","F","1994","8","WithCubs",-22.44,3.81,"2.59","76","57",2002-04-20,"4","1","3.26",-22.748,"2001"
"80","377","W0109","Loma",2004,2003,"W0109_2004","W0109_2003","F","1994","10","WithCubs",-23.14,3.93,"2.63","87","62",2004-04-17,"4","1","3.18",-23.404,"2003"
"81","263","W0110","Ärteråsen",2001,2000,"W0110_2001","W0110_2000","M","1998","3","SolitaryM",-22.94,3.59,"2.5299999999999998","65","52.5",2001-04-19,"4","1","2.5499999999999998",-23.27,"2000"
"82","246","W0111","Ockran",2001,2000,"W0111_2001","W0111_2000","M","1994","7","SolitaryM",-22.61,4.65,"2.84","174","70",2001-04-20,"4","1","2.02",-22.94,"2000"
"83","838","W0112","Griffel_k4:1",2001,2000,"W0112_2001","W0112_2000","M","2000","1","WithMother",-22.45,4.93,"2.92","22","40",2001-04-25,"4","2","8.83",-22.78,"2000"
"84","839","W0113","Griffel_k4:2",2001,2000,"W0113_2001","W0113_2000","M","2000","1","WithMother",-22.75,4.79,"2.88","20","39",2001-04-25,"4","2","10.46",-23.08,"2000"
"85","840","W0114","Griffel_k4:3",2001,2000,"W0114_2001","W0114_2000","M","2000","1","WithMother",-22.69,4.64,"2.84","19","38",2001-04-25,"4","2","11.02",-23.02,"2000"
"86","247","W0115","Tunturi_k6:1",2001,2000,"W0115_2001","W0115_2000","M","2000","1","WithMother",-22.78,4.4,"2.76","26","41",2001-04-25,"4","1","2.13",-23.11,"2000"
"87","248","W0116","Tunturi_k6:2",2001,2000,"W0116_2001","W0116_2000","M","2000","1","WithMother",-22.92,5.34,"3.04","28","42",2001-04-25,"4","1","2.63",-23.25,"2000"
"88","249","W0117","Delåsa",2001,2000,"W0117_2001","W0117_2000","F","2000","1","WithMother",-21.62,5.64,"3.13","18","39",2001-04-25,"4","1","3.39",-21.95,"2000"
"89","250","W0118","Noppi_k8:1",2001,2000,"W0118_2001","W0118_2000","M","2000","1","WithMother",-22.71,4.88,"2.91","22","39.5",2001-04-27,"4","1","3.57",-23.04,"2000"
"90","251","W0119","Noppi_k8:2",2001,2000,"W0119_2001","W0119_2000","M","2000","1","WithMother",-22.65,4.86,"2.9","26","39.5",2001-04-27,"4","1","3.35",-22.98,"2000"
"91","286","W0120","Rådlösa",2002,2001,"W0120_2002","W0120_2001","F","1999","3","SolitaryF",-22.72,4.12,"2.68","58","52",2002-04-19,"4","1","2.29",-23.028,"2001"
"92","337","W0120","Rådlösa",2003,2002,"W0120_2003","W0120_2002","F","1999","4","SolitaryF",-22.39,3.7,"2.56","80","60",2003-05-05,"5","1","3.66",-22.676,"2002"
"93","287/W0201","W0201","Fulan",2002,2001,"W0201_2002","W0201_2001","M","1998","4","SolitaryM",-22.74,4.38,"2.76","113","66",2002-04-09,"4","1","3.08",-23.048,"2001"
"94","338","W0201","Fulan",2003,2002,"W0201_2003","W0201_2002","M","1998","5","SolitaryM",-22.78,4.54,"2.81","142","72",2003-06-30,"6","1","3.2",-23.066,"2002"
"95","378","W0201","Fulan",2004,2003,"W0201_2004","W0201_2003","M","1998","6","SolitaryM",-23.02,4.98,"2.94","196","78",2004-06-22,"6","1","0.82",-23.284,"2003"
"96","288","W0202","Grunde",2002,2001,"W0202_2002","W0202_2001","M","1996","6","SolitaryM",-23.04,4.99,"2.94","160","70",2002-04-09,"4","1","1.73",-23.348,"2001"
"97","291","W0205","Blecka",2002,2001,"W0205_2002","W0205_2001","F","2001","1","WithMother",-22.75,5.06,"2.96","18","38",2002-04-19,"4","1","3.23",-23.058,"2001"
"98","292","W0206","Binna_k2:2",2002,2001,"W0206_2002","W0206_2001","M","2001","1","WithMother",-22.68,4.91,"2.91","21","39",2002-04-19,"4","1","4.3600000000000003",-22.988,"2001"
"99","293","W0207","Binna_k2:3",2002,2001,"W0207_2002","W0207_2001","M","2001","1","WithMother",-22.58,5.19,"3","26","42",2002-04-19,"4","1","3.1",-22.888,"2001"
"100","294","W0208","Snotta",2002,2001,"W0208_2002","W0208_2001","F","2001","1","WithMother",-22.63,3.9,"2.62","17","38",2002-04-20,"4","1","3.84",-22.938,"2001"
"101","379","W0208","Snotta",2004,2003,"W0208_2004","W0208_2003","F","2001","3","SolitaryF",-22.87,3.92,"2.62","50","49",2004-04-19,"4","1","1.85",-23.134,"2003"
"102","419","W0208","Snotta",2005,2004,"W0208_2005","W0208_2004","F","2001","4","SolitaryF",-22.61,3.95,"2.63","65","53",2005-05-11,"5","1","3.29",-22.852,"2004"
"103","295","W0209","Lanna",2002,2001,"W0209_2002","W0209_2001","F","2001","1","WithMother",-22.53,4.3,"2.74","16","37",2002-04-20,"4","1","4.1100000000000003",-22.838,"2001"
"104","380","W0209","Lanna",2004,2003,"W0209_2004","W0209_2003","F","2001","3","SolitaryF",-22.71,4.45,"2.78","61","52.5",2004-04-17,"4","1","1.38",-22.974,"2003"
"105","420","W0209","Lanna",2005,2004,"W0209_2005","W0209_2004","F","2001","4","SolitaryF",-22.96,4.94,"2.92","71","56",2005-04-14,"4","1","2.2200000000000002",-23.202,"2004"
"106","904","W0209","Lanna",2007,2006,"W0209_2007","W0209_2006","F","2001","6","WithCubs",-23.18,4.75,"2.87","81","59",2007-04-13,"4","2","7.97",-23.378,"2006"
"107","296","W0210","Tippa_k5:2",2002,2001,"W0210_2002","W0210_2001","M","2001","1","WithMother",-22.66,5.24,"3.01","20","40",2002-04-20,"4","1","4.38",-22.968,"2001"
"108","794","W0210","Tippa_k5:2",2010,2009,"W0210_2010","W0210_2009","M","2001","9","SolitaryM",-22.9,4.37,"2.76","NA","NA",NA,"13","2","4.92",-23.032,"2009"
"109","297","W0211","Tippa_k5:3",2002,2001,"W0211_2002","W0211_2001","M","2001","1","WithMother",-22.57,5.19,"3","18.5","38",2002-04-20,"4","1","3.74",-22.878,"2001"
"110","298","W0212","Salma",2002,2001,"W0212_2002","W0212_2001","F","2001","1","WithMother",-22.56,5.4,"3.06","17","38",2002-04-20,"4","1","3.91",-22.868,"2001"
"111","421","W0212","Salma",2005,2004,"W0212_2005","W0212_2004","F","2001","4","SolitaryF",-22.9,4.71,"2.86","72","55",2005-04-16,"4","1","4.16",-23.142,"2004"
"112","452","W0212","Salma",2006,2005,"W0212_2006","W0212_2005","F","2001","5","SolitaryF",-23.04,5.16,"2.99","93","60",2006-04-23,"4","1","1.51",-23.26,"2005"
"113","484","W0212","Salma",2007,2006,"W0212_2007","W0212_2006","F","2001","6","SolitaryF",-23.28,5.09,"2.97","81","59",2007-05-20,"5","1","2.21",-23.478,"2006"
"114","299","W0213","Öda_k2:2",2002,2001,"W0213_2002","W0213_2001","M","2001","1","WithMother",-22.67,4.69,"2.85","24","42.5",2002-04-22,"4","1","3.8",-22.978,"2001"
"115","300","W0214","Jäska",2002,2001,"W0214_2002","W0214_2001","F","2001","1","WithMother",-22.73,4.72,"2.86","27","41.5",2002-04-22,"4","1","3.74",-23.038,"2001"
"116","301","W0215","Grivla_k2:1",2002,2001,"W0215_2002","W0215_2001","M","2001","1","WithMother",-22.63,5.1,"2.97","14","37",2002-04-23,"4","1","3.6",-22.938,"2001"
"117","302","W0216","Grivla_k2:2",2002,2001,"W0216_2002","W0216_2001","M","2001","1","WithMother",-22.79,4.67,"2.84","15","NA",2002-04-23,"4","1","4.29",-23.098,"2001"
"118","303","W0217","Silina",2002,2001,"W0217_2002","W0217_2001","F","2001","1","WithMother",-22.66,4.72,"2.86","10","35.5",2002-04-23,"4","1","3.94",-22.968,"2001"
"119","382","W0217","Silina",2004,2003,"W0217_2004","W0217_2003","F","2001","3","SolitaryF",-23.03,4.22,"2.71","45","46",2004-04-15,"4","1","1.88",-23.294,"2003"
"120","422","W0217","Silina",2005,2004,"W0217_2005","W0217_2004","F","2001","4","SolitaryF",-23.66,4.21,"2.71","53","53",2005-04-14,"4","1","2.5099999999999998",-23.902,"2004"
"121","453","W0217","Silina",2006,2005,"W0217_2006","W0217_2005","F","2001","5","SolitaryF",-23.24,4.66,"2.84","NA","NA",NA,"13","1","1.54",-23.46,"2005"
"122","520","W0217","Silina",2008,2007,"W0217_2008","W0217_2007","F","2001","7","SolitaryF",-22.57,4.77,"2.87","105","60",2008-08-12,"8","1","0.88",-22.746,"2007"
"123","666","W0217","Silina",2011,2010,"W0217_2011","W0217_2010","F","2001","10","WithCubs",-22.96,4.5,"2.79","68","57",2011-04-18,"4","2","15",-23.07,"2010"
"124","585","W0217","Silina",2013,2012,"W0217_2013","W0217_2012","F","2001","12","WithCubs",-23.12,4.69,"2.85","79","59",2013-05-15,"5","2","7.59",-23.186,"2012"
"125","305","W0219","Ljöra",2002,2001,"W0219_2002","W0219_2001","F","2001","1","WithMother",-22.92,4.73,"2.86","24","42",2002-04-24,"4","1","3.62",-23.228,"2001"
"126","423","W0219","Ljöra",2005,2004,"W0219_2005","W0219_2004","F","2001","4","SolitaryF",-23.27,4.81,"2.89","78","59",2005-04-27,"4","1","3.75",-23.512,"2004"
"127","793","W0219","Ljöra",2010,2009,"W0219_2010","W0219_2009","F","2001","9","SolitaryF",-23.5,4.9,"2.91","84","63",2010-05-20,"5","2","8.4",-23.632,"2009"
"128","667","W0219","Ljöra",2011,2010,"W0219_2011","W0219_2010","F","2001","10","WithCubs",-23.26,4.58,"2.82","80","61",2011-04-28,"4","2","10.76",-23.37,"2010"
"129","306","W0220","Rensjö_k6:2",2002,2001,"W0220_2002","W0220_2001","M","2001","1","WithMother",-22.95,4.59,"2.82","25","40",2002-04-24,"4","1","4.0599999999999996",-23.258,"2001"
"130","307","W0221","Faksa",2002,2001,"W0221_2002","W0221_2001","F","2001","1","WithMother",-22.87,4.46,"2.78","23","40",2002-04-24,"4","1","3.62",-23.178,"2001"
"131","424","W0221","Faksa",2005,2004,"W0221_2005","W0221_2004","F","2001","4","SolitaryF",-22.77,3.95,"2.63","76","59",2005-04-27,"4","1","3.32",-23.012,"2004"
"132","308","W0222","Börre",2002,2001,"W0222_2002","W0222_2001","M","2001","1","WithMother",-22.84,4.42,"2.77","23","41.5",2002-04-24,"4","1","4.6900000000000004",-23.148,"2001"
"133","425","W0222","Börre",2005,2004,"W0222_2005","W0222_2004","M","2001","4","SolitaryM",-22.83,4.49,"2.79","73","57",2005-04-17,"4","1","3.52",-23.072,"2004"
"134","309","W0223","Hölja",2002,2001,"W0223_2002","W0223_2001","F","2001","1","WithMother",-22.73,4.7,"2.85","21","40",2002-04-24,"4","1","4.47",-23.038,"2001"
"135","310","W0224","Slagufjället",2002,2001,"W0224_2002","W0224_2001","M","1999","3","SolitaryM",-22.13,4.6,"2.82","60","NA",2002-04-24,"4","1","3.09",-22.438,"2001"
"136","311","W0225","Jämthedsbacken",2002,2001,"W0225_2002","W0225_2001","M","1997","5","SolitaryM",-22.74,4.41,"2.77","152","70",2002-05-30,"5","1","1.1299999999999999",-23.048,"2001"
"137","312","W0226","Bläcke",2002,2001,"W0226_2002","W0226_2001","M","1991","11","SolitaryM",-22.49,5.07,"2.96","157","75",2002-05-24,"5","1","1.48",-22.798,"2001"
"138","339","W0226","Bläcke",2003,2002,"W0226_2003","W0226_2002","M","1991","12","SolitaryM",-22.22,5.02,"2.95","168","74",2003-06-25,"6","1","2.39",-22.506,"2002"
"139","314","W0228","Böse",2002,2001,"W0228_2002","W0228_2001","M","1998","4","SolitaryM",-22.45,4.37,"2.76","88","58",2002-05-30,"5","1","1.95",-22.758,"2001"
"140","521","W0228","Böse",2008,2007,"W0228_2008","W0228_2007","M","1998","10","SolitaryM",-22.69,5.26,"3.02","135","71",2008-04-15,"4","2","4.6900000000000004",-22.866,"2007"
"141","737","W0228","Böse",2009,2008,"W0228_2009","W0228_2008","M","1998","11","SolitaryM",-23.41,4.63,"2.83","182","72",2009-04-28,"4","2","7",-23.564,"2008"
"142","383","W0229","Unna",2004,2003,"W0229_2004","W0229_2003","F","1998","6","SolitaryF",-22.4,4.65,"2.84","98","60",2004-04-15,"4","1","0.83",-22.664,"2003"
"143","426","W0229","Unna",2005,2004,"W0229_2005","W0229_2004","F","1998","7","SolitaryF",-22.53,4.81,"2.89","92","58",2005-04-18,"4","1","2.1800000000000002",-22.772,"2004"
"144","891","W0229","Unna",2006,2005,"W0229_2006","W0229_2005","F","1998","8","WithCubs",-22.74,4.34,"2.75","89","60",2006-04-21,"4","2","8.82",-22.96,"2005"
"145","738","W0229","Unna",2009,2008,"W0229_2009","W0229_2008","F","1998","11","WithCubs",-22.6,4.3,"2.74","98","64.5",2009-04-20,"4","2","16.75",-22.754,"2008"
"146","340","W0230","Blome",2003,2002,"W0230_2003","W0230_2002","M","1998","5","SolitaryM",-22.94,5.26,"3.02","207","72",2003-09-23,"9","1","3.06",-23.226,"2002"
"147","364","W0230","Blome",2003,2002,"W0230_2003","W0230_2002","M","1998","5","SolitaryM",-23.23,5.96,"3.22","207","72",2003-09-23,"9","1","0.91",-23.516,"2002"
