sampleID,BearID,pubname,year.sampled,year.represent,bearyear.sampled,bearyear.represent,sex,birth,age,reprostatus.represent,C13,N15,trophicpos,weight,headcirc,capturedate,Cmonth,cort.kit,cortisol
244,W9808,Eja,2001,2000,W9808_2001,W9808_2000,F,1997,4,NA,-22.46,4.3,2.74,NA,NA,NA,13,1,3.28
151,W9809,Åmyn,1998,1997,W9809_1998,W9809_1997,M,1997,1,WithMother,-22.77,4.38,2.76,25,43,4/18/1998,4,1,2.47
152,W9811,Lias,1998,1997,W9811_1998,W9811_1997,M,1985,13,SolitaryM,-22.61,5.99,3.23,180,73,4/24/1998,4,1,0.93
169,W9811,Lias,1999,1998,W9811_1999,W9811_1998,M,1985,14,SolitaryM,-22.63,4.53,2.8,175,76,4/20/1999,4,1,2.41
274,W9811,Lias,2002,2001,W9811_2002,W9811_2001,M,1985,17,SolitaryM,-22.94,5.45,3.07,184,73,4/9/2002,4,1,7.27
153,W9812,Moa,1998,1997,W9812_1998,W9812_1997,F,1997,1,WithMother,-22.71,4.94,2.92,20,42,4/27/1998,4,1,1.95
154,W9812,Moa,1998,1997,W9812_1998,W9812_1997,F,1997,1,WithMother,-22.16,4.6,2.82,20,42,4/27/1998,4,1,3.79
225,W9812,Moa,2000,1999,W9812_2000,W9812_1999,F,1997,3,SolitaryF,-22.25,5.34,3.04,63,55,6/13/2000,6,1,2.26
155,W9813,Amos,1998,1997,W9813_1998,W9813_1997,M,1997,1,WithMother,-22.28,5.29,3.03,29,44,4/27/1998,4,1,2.63
156,W9814,Bella,1998,1997,W9814_1998,W9814_1997,F,1997,1,WithMother,-22.3,5.3,3.03,23,42,4/27/1998,4,1,2.63
245,W9814,Bella,2001,2000,W9814_2001,W9814_2000,F,1997,4,SolitaryF,-22.47,4.57,2.81,67,54,4/27/2001,4,1,2.73
373,W9814,Bella,2004,2003,W9814_2004,W9814_2003,F,1997,7,WithCubs,-22.59,3.84,2.6,87,61,4/18/2004,4,1,2.2
482,W9814,Bella,2007,2006,W9814_2007,W9814_2006,F,1997,10,WithCubs,-22.55,4.17,2.7,85,62,4/17/2007,4,1,3.31
789,W9814,Bella,2010,2009,W9814_2010,W9814_2009,F,1997,13,WithCubs,-22.92,4.16,2.69,86,63,4/22/2010,4,2,16.33
633,W9814,Bella,2012,2011,W9814_2012,W9814_2011,F,1997,15,SolitaryF,-22.65,5.55,3.1,86,62,5/21/2012,5,2,6.14
NA,W9814,Bella,2013,2012,W9814_2013,W9814_2012,F,1997,16,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W9814,Bella,2014,2013,W9814_2014,W9814_2013,F,1997,17,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W9814,Bella,2015,2014,W9814_2015,W9814_2014,F,1997,18,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
171,W9901,Flermoberget,1999,1998,W9901_1999,W9901_1998,M,1993,6,SolitaryM,-22.5,5.84,3.19,149,68.5,4/9/1999,4,1,1.84
170,W9902,Torpa,1999,1998,W9902_1999,W9902_1998,F,1998,1,WithMother,-22.5,5.94,3.22,45,46,4/10/1999,4,1,1.62
172,W9903,Kulla,1999,1998,W9903_1999,W9903_1998,F,1997,2,NA,-22.55,3.73,2.57,44,48,4/10/1999,4,1,2.73
275,W9903,Kulla,2002,2001,W9903_2002,W9903_2001,F,1997,5,NA,-22.39,3.86,2.61,75,57,6/10/2002,6,1,3.12
416,W9903,Kulla,2005,2004,W9903_2005,W9903_2004,F,1997,8,WithCubs,-22.38,4.01,2.65,75,60,4/17/2005,4,1,4.92
515,W9903,Kulla,2008,2007,W9903_2008,W9903_2007,F,1997,11,WithCubs,-22.51,4.07,2.67,71,61,4/30/2008,4,1,8.74
790,W9903,Kulla,2010,2009,W9903_2010,W9903_2009,F,1997,13,WithCubs,-22.57,4.27,2.73,78,63,4/21/2010,4,2,13.65
NA,W9903,Kulla,2016,2015,W9903_2016,W9903_2015,F,1997,19,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
173,W9904,Flena,1999,1998,W9904_1999,W9904_1998,F,1994,5,WithCubs,-21.7,5.21,3,111,60,4/12/1999,4,1,1.22
174,W9905,Våna,1999,1998,W9905_1999,W9905_1998,F,1998,1,WithMother,-21.32,7.33,3.63,26,41,4/12/1999,4,1,1.39
175,W9907,Jöllmyr_k3:1,1999,1998,W9907_1999,W9907_1998,M,1998,1,WithMother,-22.11,4.86,2.9,29,42,4/12/1999,4,1,1.39
226,W9907,Jöllmyr_k3:1,2000,1999,W9907_2000,W9907_1999,M,1998,2,NA,-22.03,4.76,2.87,55,47,4/14/2000,4,1,2.5
176,W9908,Sussi,1999,1998,W9908_1999,W9908_1998,F,1998,1,WithMother,-22.4,4.69,2.85,23,41.5,4/12/1999,4,1,2.53
227,W9908,Sussi,2000,1999,W9908_2000,W9908_1999,F,1998,2,SolitaryF,-22.16,4.46,2.78,51,49,6/13/2000,6,1,1.68
246/W9909,W9909,Stubba,2001,2000,W9909_2001,W9909_2000,F,1989,12,WithCubs,NA,NA,NA,100,61,4/17/2001,4,1,3.71
331,W9909,Stubba,2003,2002,W9909_2003,W9909_2002,F,1989,14,WithCubs,-22.62,3.86,2.61,78,66,4/14/2003,4,1,2.65
447,W9909,Stubba,2006,2005,W9909_2006,W9909_2005,F,1989,17,WithCubs,-23.08,4.75,2.87,109,65,4/20/2006,4,1,2.23
177,W9910,Hinsa,1999,1998,W9910_1999,W9910_1998,F,1998,1,WithMother,-22.47,5,2.94,27,50,6/27/1999,6,1,2.78
178,W9911,Sika,1999,1998,W9911_1999,W9911_1998,F,1998,1,WithMother,-22.62,4.92,2.92,22.5,38,4/19/1999,4,1,2.83
179,W9912,Noppi_k7:3,1999,1998,W9912_1999,W9912_1998,F,1998,1,WithMother,-22.51,4.79,2.88,21,39,4/19/1999,4,1,2.71
180,W9913,Strandli,1999,1998,W9913_1999,W9913_1998,F,1998,1,WithMother,-22.6,4.34,2.75,23,40,4/20/1999,4,1,2.57
276,W9913,Strandli,2002,2001,W9913_2002,W9913_2001,F,1998,4,SolitaryF,-22.25,4.47,2.79,90,57,4/24/2002,4,1,2.75
374,W9913,Strandli,2004,2003,W9913_2004,W9913_2003,F,1998,6,WithCubs,-22.63,3.67,2.55,101,60,4/18/2004,4,1,1.07
448,W9913,Strandli,2006,2005,W9913_2006,W9913_2005,F,1998,8,WithCubs,-23,3.99,2.64,99,62,5/3/2006,5,1,3.05
181,W9914,Gira,1999,1998,W9914_1999,W9914_1998,F,1998,1,WithMother,-22.45,4.67,2.84,22,41,4/20/1999,4,1,2.66
277,W9914,Gira,2002,2001,W9914_2002,W9914_2001,F,1998,4,SolitaryF,-22.19,4.37,2.76,79,56,4/24/2002,4,1,2.86
449,W9914,Gira,2006,2005,W9914_2006,W9914_2005,F,1998,8,WithCubs,-22.47,4.51,2.8,94,63,5/3/2006,5,1,2.14
730,W9914,Gira,2009,2008,W9914_2009,W9914_2008,F,1998,11,WithCubs,-22.76,4.43,2.77,95,63,4/23/2009,4,2,12.28
584,W9914,Gira,2013,2012,W9914_2013,W9914_2012,F,1998,15,WithCubs,-23.3,4.58,2.82,98,61,4/30/2013,4,2,7.84
NA,W9914,Gira,2014,2013,W9914_2014,W9914_2013,F,1998,16,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W9914,Gira,2016,2015,W9914_2016,W9914_2015,F,1998,18,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
182,W9915,Börrine_k3:3,1999,1998,W9915_1999,W9915_1998,M,1998,1,WithMother,-22.53,4.31,2.74,26,42,4/20/1999,4,1,1.66
183,W9916,Olingen,1999,1998,W9916_1999,W9916_1998,M,1994,5,SolitaryM,-22.76,5.26,3.02,140,62,4/20/1999,4,1,0.54
247/W9916,W9916,Olingen,2001,2000,W9916_2001,W9916_2000,M,1994,7,SolitaryM,NA,NA,NA,149,68,4/9/2001,4,1,1.72
278,W9916,Olingen,2002,2001,W9916_2002,W9916_2001,M,1994,8,SolitaryM,-22.75,5.06,2.96,148,66,4/19/2002,4,1,2.79
332,W9916,Olingen,2003,2002,W9916_2003,W9916_2002,M,1994,9,SolitaryM,-22.54,4.87,2.9,140,67,6/16/2003,6,1,2.4
184,W9917,Lövnäs,1999,1998,W9917_1999,W9917_1998,M,1995,4,SolitaryM,-22.52,4.85,2.9,NA,63,8/25/1999,8,1,1.77
185,W9918,Ajto,1999,1998,W9918_1999,W9918_1998,M,1998,1,WithMother,-22.36,5.1,2.97,26,41,4/21/1999,4,1,2.52
228,W9918,Ajto,2000,1999,W9918_2000,W9918_1999,M,1998,2,SolitaryM,-22.42,5,2.94,54,48,4/13/2000,4,1,3.01
248/W9918,W9918,Ajto,2001,2000,W9918_2001,W9918_2000,M,1998,3,SolitaryM,-22.79,5.13,2.98,75,57,4/11/2001,4,1,2.1
279,W9918,Ajto,2002,2001,W9918_2002,W9918_2001,M,1998,4,SolitaryM,-22.14,5.66,3.14,99,60,4/12/2002,4,1,2.03
186,W9919,Milla,1999,1998,W9919_1999,W9919_1998,F,1998,1,WithMother,-22.41,5.26,3.02,22,40,4/21/1999,4,1,2.64
187,W9920,Alan,1999,1998,W9920_1999,W9920_1998,M,1998,1,WithMother,-22.41,5.07,2.96,23,40,4/21/1999,4,1,1.95
229,W9920,Alan,2000,1999,W9920_2000,W9920_1999,M,1998,2,SolitaryM,-22.86,5.16,2.99,46,45,4/10/2000,4,1,3.82
188,W9921,Lusen,1999,1998,W9921_1999,W9921_1998,M,1991,8,SolitaryM,-22.65,5.98,3.23,156,70,4/23/1999,4,1,1.17
230,W9921,Lusen,2000,1999,W9921_2000,W9921_1999,M,1991,9,SolitaryM,-22.71,6.14,3.28,194,72,4/14/2000,4,1,1.65
249/W9921,W9921,Lusen,2000,1999,W9921_2000,W9921_1999,M,1991,9,SolitaryM,-22.78,4.93,2.92,194,72,4/14/2000,4,1,2.13
